Wed Jul  1 11:16:41 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:16:41 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:17:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -84    Icon = phone
Wed Jul  1 11:17:44 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:17:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -83    Icon = phone
Wed Jul  1 11:17:54 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -87    Icon = phone
Wed Jul  1 11:17:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:17:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:17:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -93    Icon = phone
Wed Jul  1 11:18:15 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:18:15 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -92    Icon = phone
Wed Jul  1 11:18:15 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -88    Icon = phone
Wed Jul  1 11:18:15 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -84    Icon = phone
Wed Jul  1 11:18:26 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -89    Icon = phone
Wed Jul  1 11:18:26 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -87    Icon = phone
Wed Jul  1 11:18:26 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:18:26 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -88    Icon = phone
Wed Jul  1 11:18:36 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:18:36 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -92    Icon = phone
Wed Jul  1 11:18:36 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:18:47 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -87    Icon = phone
Wed Jul  1 11:18:47 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -88    Icon = phone
Wed Jul  1 11:18:47 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -89    Icon = phone
Wed Jul  1 11:18:57 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -92    Icon = phone
Wed Jul  1 11:19:18 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -89    Icon = computer
Wed Jul  1 11:19:18 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:19:18 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -87    Icon = phone
Wed Jul  1 11:19:18 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -89    Icon = phone
Wed Jul  1 11:19:18 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -90    Icon = computer
Wed Jul  1 11:19:18 CEST 2015 [ 20:A9:9B:3A:38:02 ]    Name = Nokia108    Address = 20:A9:9B:3A:38:02    RSSI = -88    Icon = phone
Wed Jul  1 11:19:29 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:19:55 CEST 2015 [ 20:C9:D0:D6:4B:2C ]    Address = 20:C9:D0:D6:4B:2C    RSSI = -90    Icon = computer
Wed Jul  1 11:20:16 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -84    Icon = phone
Wed Jul  1 11:20:16 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:20:28 CEST 2015 [ 58:B0:35:81:9D:E4 ]    Address = 58:B0:35:81:9D:E4    RSSI = -81
Wed Jul  1 11:20:28 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:20:28 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -77    Icon = phone
Wed Jul  1 11:20:38 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -92    Icon = phone
Wed Jul  1 11:20:38 CEST 2015 [ 58:B0:35:81:9D:E4 ]    Name = Apple Bluetooth Device    Address = 58:B0:35:81:9D:E4    RSSI = -91
Wed Jul  1 11:20:38 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -92    Icon = phone
Wed Jul  1 11:20:49 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:20:49 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:21:10 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:21:10 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:21:31 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -90    Icon = computer
Wed Jul  1 11:21:31 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -92    Icon = phone
Wed Jul  1 11:21:52 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:22:02 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:22:02 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:22:02 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:22:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:22:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -91    Icon = phone
Wed Jul  1 11:22:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:22:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:22:44 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:22:44 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:22:44 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:22:55 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:23:05 CEST 2015 [ E4:40:E2:C1:58:46 ]    Name = S5610    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:23:05 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:23:16 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:23:16 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:23:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:23:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:23:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:23:37 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:23:37 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:23:58 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -91    Icon = phone
Wed Jul  1 11:23:58 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:24:19 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -88    Icon = computer
Wed Jul  1 11:24:19 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:24:19 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -83    Icon = phone
Wed Jul  1 11:24:19 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:24:19 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -93    Icon = phone
Wed Jul  1 11:24:50 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -92    Icon = phone
Wed Jul  1 11:24:50 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:24:50 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:25:01 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:25:01 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
